case_id,split,split_seed,split_version
-3944824307861448611,train,42,v1
-3946666640559977975,train,42,v1
-3953587143997695093,train,42,v1
-3957840007110791525,train,42,v1
-3959863205251640906,validation,42,v1
-3969569173710538759,train,42,v1
-3973645630723503011,train,42,v1
-397368205082120789,train,42,v1
-3980429140994861077,train,42,v1
-3980706955905727732,train,42,v1
-3981830693620107309,train,42,v1
-398268242768992499,train,42,v1
-3983029521824557953,train,42,v1
-3986748508757622431,test,42,v1
-3986995536806137754,train,42,v1
-3989271607600410731,validation,42,v1
-3990231191768619319,train,42,v1
-3990745621450634176,train,42,v1
-3994655809094939304,train,42,v1
-4003037693112291415,train,42,v1
-4007409920153874573,train,42,v1
-4011783081314495315,train,42,v1
-4011997023993452458,train,42,v1
-401375748979711136,test,42,v1
-40166301217323152,train,42,v1
-4022867372683468093,train,42,v1
-4032921157387474723,validation,42,v1
-4032969137454733343,train,42,v1
-4037505505904494246,train,42,v1
-4043405258060479315,train,42,v1
-4046670466073814031,test,42,v1
-405175861936400543,test,42,v1
-4052393492851173856,train,42,v1
-405287547663640199,train,42,v1
-4056281030633940623,train,42,v1
-4056611902312817215,test,42,v1
-4056721844074008988,train,42,v1
-4058464818092242774,test,42,v1
-4059203500843188433,train,42,v1
-4059737581854300157,train,42,v1
-4071768868495766495,train,42,v1
-4072722080814536469,train,42,v1
-4075171632282363064,train,42,v1
-4075310940141929102,train,42,v1
-4075890093898592685,validation,42,v1
-4076782359054286063,train,42,v1
-4083001054106656422,train,42,v1
-408534567856996060,test,42,v1
-408774889650325500,test,42,v1
-4088323579949220694,validation,42,v1
-4091616041066838543,validation,42,v1
-4092777560099499566,train,42,v1
-4095289026570583605,train,42,v1
-4100557201656682452,validation,42,v1
-4101417443465145950,test,42,v1
-4108509025034148009,train,42,v1
-4113364670973148735,train,42,v1
-4118522682722481510,train,42,v1
-4119328652026046199,train,42,v1
-412127215807292326,validation,42,v1
-4126125491669472910,train,42,v1
-4126302066580882915,train,42,v1
-4127104856145465032,train,42,v1
-4128905480190900218,train,42,v1
-4136834548903834195,train,42,v1
-4137328981418897580,train,42,v1
-4138952571535094520,train,42,v1
-4141002837213039739,train,42,v1
-4145869293540657966,train,42,v1
-4146954066957570440,train,42,v1
-4149037803342764560,train,42,v1
-4149065585657858240,test,42,v1
-4149460212642391383,train,42,v1
-41508743784102671,train,42,v1
-4151350569016626448,test,42,v1
-4152219847932995408,train,42,v1
-4154592516831070190,train,42,v1
-4156608237143524629,train,42,v1
-4161476954953481793,validation,42,v1
-4161704169441331628,validation,42,v1
-4164508719774231343,train,42,v1
-416553236304446649,test,42,v1
-4170682922251092655,test,42,v1
-4178389913218520549,train,42,v1
-4187829362711106147,validation,42,v1
-4188278916483896062,validation,42,v1
-4189733889619361017,train,42,v1
-4192072451035935487,train,42,v1
-4196980931732398666,train,42,v1
-4200997337279077480,train,42,v1
-4201087215091907267,validation,42,v1
-4201661673243948035,train,42,v1
-4201974541515122921,test,42,v1
-4206461112425022538,train,42,v1
-4208839889358323211,test,42,v1
-4211176024314282089,train,42,v1
-4220030543036090110,train,42,v1
-4221594671814840793,train,42,v1
-4224434040130136903,test,42,v1
-4226972176242222430,train,42,v1
-422726985230604591,train,42,v1
-4232149005208991014,validation,42,v1
-4234983209127626840,train,42,v1
-4235105348901752026,train,42,v1
-4244106461387893359,test,42,v1
-4249930686765450405,train,42,v1
-4250631280032562986,validation,42,v1
-4254925982535474930,train,42,v1
-4255320473522429950,train,42,v1
-4263685899356633016,train,42,v1
-4264174387289840341,train,42,v1
-4264664857968050967,train,42,v1
-4265169335480966329,train,42,v1
-4266146846018467995,train,42,v1
-4268314315114826799,train,42,v1
-4270224240569365042,train,42,v1
-4271485527478856255,validation,42,v1
-4281140831224790705,train,42,v1
-4283115380233328517,validation,42,v1
-4286082051204058372,validation,42,v1
-4291115963826712170,train,42,v1
-4291551911510839745,train,42,v1
-429900437128686382,train,42,v1
-4299406694606216536,test,42,v1
-4300304561697884144,train,42,v1
-4306378996274164926,train,42,v1
-4310644685576165837,validation,42,v1
-4311550923111115034,train,42,v1
-4311629171295854465,validation,42,v1
-4315380494523344416,train,42,v1
-43223042053731181,train,42,v1
-4323073538068791362,train,42,v1
-43247409637295721,train,42,v1
-4327458298133129989,train,42,v1
-4328173409605473786,train,42,v1
-4330087889722072975,test,42,v1
-4333533543825496331,validation,42,v1
-4333750609008930141,train,42,v1
-4334417476645064484,train,42,v1
-4336236462057125330,validation,42,v1
-4342613270791301347,train,42,v1
-4343637859112366862,train,42,v1
-434417342240836444,train,42,v1
-4345173886117349188,train,42,v1
-4347462665711716883,validation,42,v1
-4352011919592481585,validation,42,v1
-4354725697473998962,test,42,v1
-4365582927344192621,test,42,v1
-4370371534431763914,train,42,v1
-4371012133636486404,train,42,v1
-4374212557647415088,train,42,v1
-437659107888119775,train,42,v1
-4382398181324479533,train,42,v1
-4387143312637861149,train,42,v1
-439210306698479661,train,42,v1
-439328432083694595,train,42,v1
-4396264809665209664,train,42,v1
-4397657140639303942,train,42,v1
-4398363943957964326,train,42,v1
-4402036212949312882,train,42,v1
-4402369991518523458,train,42,v1
-4402576625178936977,train,42,v1
-4407187478309840300,train,42,v1
-4416174278898190274,train,42,v1
-4417227845828733613,train,42,v1
-4429934516902201548,train,42,v1
-4431770162723804157,train,42,v1
-4431962068713879149,test,42,v1
-4432555068882539978,validation,42,v1
-4433412072604071062,train,42,v1
-4434635917177354276,train,42,v1
-4436190302260486173,train,42,v1
-4436695906325697163,train,42,v1
-4436877722004252234,train,42,v1
-4441656804005331141,validation,42,v1
-4446781597684126903,train,42,v1
-444708930325116325,validation,42,v1
-4449371675351546720,train,42,v1
-4455019614605239753,train,42,v1
-4459173836602163235,train,42,v1
-4460944419727821614,train,42,v1
-4461661482364232184,test,42,v1
-4462019083055293639,train,42,v1
-4468098387570779759,train,42,v1
-4468688474789172461,train,42,v1
-4474252024204181907,train,42,v1
-4474708166634804620,train,42,v1
-4495950094362909099,train,42,v1
-4501267961056495678,train,42,v1
-4503897366378370087,train,42,v1
-4504942680169931051,test,42,v1
-4512864555480054733,train,42,v1
-4516438110978983282,train,42,v1
-4517821408333233256,validation,42,v1
-4523039886763764331,train,42,v1
-4523074077849670027,test,42,v1
-452822633947944015,train,42,v1
-45293678358413706,test,42,v1
-4534768867628142547,test,42,v1
-4535125822193885469,train,42,v1
-4536036201686482819,validation,42,v1
-4543813218615025512,validation,42,v1
-4547074438294304736,train,42,v1
-4550572441880047943,train,42,v1
-4550841138827406706,train,42,v1
-4563418844965420338,train,42,v1
-4564799711954755893,train,42,v1
-4565422397294113875,train,42,v1
-4569001064369539898,validation,42,v1
-4571376161914424882,train,42,v1
-4572573838215927835,test,42,v1
-4573383150487721045,test,42,v1
-4574517859891367319,train,42,v1
-457463002444974882,test,42,v1
-4574939333915634277,validation,42,v1
-4577983223895221996,train,42,v1
-4579619202516187588,train,42,v1
-4584149572849454443,train,42,v1
-4586974578027865070,validation,42,v1
-4588998586738992246,train,42,v1
-4591973246540178243,train,42,v1
-4593099640126869162,train,42,v1
-460018212599407689,train,42,v1
-4601895891432161917,validation,42,v1
-4603590259708776060,test,42,v1
-4605740019003216427,train,42,v1
-4606009793409551660,train,42,v1
-4638485740571596556,train,42,v1
-4644516716280136173,train,42,v1
-4647440960442520946,train,42,v1
-4647520370275766345,train,42,v1
-4647874069674507112,validation,42,v1
-4653273001465848884,train,42,v1
-4654655624268817584,train,42,v1
-4657487335623445205,train,42,v1
-4662194556963063742,train,42,v1
-466247411674597810,train,42,v1
-467404898668042849,train,42,v1
-4676367052308783677,train,42,v1
-4676568845416213475,train,42,v1
-4678143702797149996,train,42,v1
-4680035242121105254,train,42,v1
-4680173445753225482,train,42,v1
-4681186898904271014,train,42,v1
-4681339323548763953,train,42,v1
-4682768203306719254,train,42,v1
-4685606462569370287,train,42,v1
-4689058236227696598,train,42,v1
-4692365024753660312,train,42,v1
-4694867217250934182,train,42,v1
-4695767486983535562,train,42,v1
-4696067359335613302,train,42,v1
-4698385466768298227,validation,42,v1
-4701177369365447845,test,42,v1
-4702418718983161948,train,42,v1
-4703714705982996027,train,42,v1
-4706983603646247130,test,42,v1
-4709766520417447153,train,42,v1
-4713881404287211866,validation,42,v1
-471440034184389209,train,42,v1
-4715461599623693127,train,42,v1
-4716082422192681275,train,42,v1
-4717504910132833139,validation,42,v1
-4717786449227921352,train,42,v1
-4721978287978346730,test,42,v1
-4730197130348721884,test,42,v1
-4730786027167053793,train,42,v1
-4744299817383430367,validation,42,v1
-4745465191557253889,test,42,v1
-474577491402786930,train,42,v1
-4749402405697711787,validation,42,v1
-4752985713674166359,test,42,v1
-4757279327143309522,test,42,v1
-4759439852198001263,validation,42,v1
-4763089580946723185,train,42,v1
-4763903917147615136,train,42,v1
-4765249558880715918,train,42,v1
-4767504724286041742,train,42,v1
-4767677297667076028,train,42,v1
-4771716930392112816,validation,42,v1
-4775737555503338922,train,42,v1
-477765228246330580,train,42,v1
-4790543234291323364,train,42,v1
-4798693645728087057,train,42,v1
-479916690694777966,test,42,v1
-4802790114654552929,train,42,v1
-4816190827733499113,validation,42,v1
-4822715071143691421,train,42,v1
-4829805836281363714,train,42,v1
-4831485964127289243,train,42,v1
-4834073178710050677,train,42,v1
-4835629016710326461,test,42,v1
-4839127732340249036,train,42,v1
-4853123665526106497,train,42,v1
-4858686207222330276,train,42,v1
-4862971384549968870,train,42,v1
-4863956147628945574,test,42,v1
-4864482132351583625,validation,42,v1
-4868118836887989734,validation,42,v1
-4871463085330828436,train,42,v1
-4874476652250399562,validation,42,v1
-4874880814616894074,train,42,v1
-487636260640573838,train,42,v1
-487712836077160669,train,42,v1
-4880307647101444385,train,42,v1
-4880647203781624346,train,42,v1
-4883746893100365431,train,42,v1
-488576905143143801,train,42,v1
-4887066468139767481,validation,42,v1
-4888752062408288970,train,42,v1
-4891251457248539910,validation,42,v1
-4892774047319269882,train,42,v1
-4892781362024578938,train,42,v1
-4894758417206635276,validation,42,v1
-4897911512164462481,train,42,v1
-4898178120650529170,train,42,v1
-4898458342044231599,validation,42,v1
-4902618409477931097,train,42,v1
-4909724744026259530,train,42,v1
-4914400431640174381,train,42,v1
-4917683400271006276,train,42,v1
-4918166330431532234,train,42,v1
-4918969743870820961,test,42,v1
-4919236906887534663,train,42,v1
-4919518317184666095,train,42,v1
-4920504467922873434,validation,42,v1
-4920845836095238254,train,42,v1
-4925555660070404933,train,42,v1
-4927206116503203193,train,42,v1
-4931676201516783432,train,42,v1
-4932031018373625071,train,42,v1
-4940793707750830397,train,42,v1
-4941904797314668780,test,42,v1
-4945075333219091309,validation,42,v1
-4949082668402355149,train,42,v1
-4949778095225877346,train,42,v1
-4951841502471112439,validation,42,v1
-4952905180870908993,train,42,v1
-495867650501344143,train,42,v1
-4961646511590674396,test,42,v1
-4968362600766742214,train,42,v1
-4975508718297831720,train,42,v1
-4985797465344756511,train,42,v1
-4988991852107416899,train,42,v1
-4989311768978194926,train,42,v1
-4998326269769441287,test,42,v1
-4998793022219744312,train,42,v1
-4999176576050035555,train,42,v1
-4999461920169777167,test,42,v1
-5006397032245534570,validation,42,v1
-5007684126286758763,train,42,v1
-500789885194928068,train,42,v1
-5009001333591287857,train,42,v1
-5023871482662842756,train,42,v1
-5025152103388912084,train,42,v1
-5037214955734403674,train,42,v1
-5044676517013712087,train,42,v1
-5045653350822644000,train,42,v1
-5048121674534375075,train,42,v1
-5049807704499166019,train,42,v1
-5053194263184459014,validation,42,v1
-5053547823727699517,validation,42,v1
-5058842874926432041,train,42,v1
-5065912576772587895,validation,42,v1
-5069017215501302808,train,42,v1
-5070673996366218511,train,42,v1
-5071157440606890983,train,42,v1
-507132847849178200,train,42,v1
-507275127107321846,train,42,v1
-5073588002886839974,train,42,v1
-5078149498519407868,train,42,v1
-5082848560372092470,test,42,v1
-5083690954535815004,test,42,v1
-5091992507627486589,train,42,v1
-5094266838669858826,train,42,v1
-5100495383228340745,train,42,v1
-5104027321610144744,validation,42,v1
-5105345381103058165,validation,42,v1
-5105487467995336377,train,42,v1
-5105594017588902648,validation,42,v1
-510623531308488886,train,42,v1
-5106794152421526192,train,42,v1
-5110480118605969654,test,42,v1
-5111820695275565743,train,42,v1
-5113427845298536558,train,42,v1
-5116461847734141400,train,42,v1
-5121461677194451584,train,42,v1
-5122446773279036270,test,42,v1
-5124037218513152470,train,42,v1
-5124788669621739310,train,42,v1
-5133268150886787662,train,42,v1
-5139442979899798140,train,42,v1
-5139970713325141484,train,42,v1
-5140402239410701320,validation,42,v1
-5141362701497021632,train,42,v1
-5156441036700827606,train,42,v1
-5156504397670032550,test,42,v1
-5157205402804945347,validation,42,v1
-5172588623366516741,test,42,v1
-5178534436716211188,train,42,v1
-5180174733769372566,test,42,v1
-5181045882321259208,train,42,v1
-5181467906878483990,train,42,v1
-518188847648273856,train,42,v1
-5185278791319688286,validation,42,v1
-5187384233613807113,train,42,v1
-5188110530184167935,train,42,v1
-5191557102242109501,validation,42,v1
-5192928078818607178,train,42,v1
-519369051835761708,validation,42,v1
-5197414973622050223,validation,42,v1
-5200291437205241079,validation,42,v1
-5202092507052851216,train,42,v1
-5212055155820345663,validation,42,v1
-521328877742525221,train,42,v1
-5217766967135069601,train,42,v1
-5220118899235625981,train,42,v1
-5220505807391228638,train,42,v1
-5228685088727620723,train,42,v1
-5231466111431716002,train,42,v1
-5233797613455450811,train,42,v1
-5242570046602320422,test,42,v1
-5243473738898827493,train,42,v1
-5244772256282491166,train,42,v1
-5246245066034694334,train,42,v1
-525038500404864710,train,42,v1
-5252017219324881874,train,42,v1
-5256429932634187395,test,42,v1
-5256640784485068321,train,42,v1
-5257206505787653259,test,42,v1
-5259170744103459236,train,42,v1
-5259460570876140361,test,42,v1
-5262973559808529720,validation,42,v1
-5266894220476412069,train,42,v1
-527175009317631950,train,42,v1
-5272241257584231004,train,42,v1
-52734104912276181,train,42,v1
-5290023226334382045,test,42,v1
-5290708371590502171,train,42,v1
-5292831202834374226,test,42,v1
-5293222191274931800,train,42,v1
-5294890710151991614,train,42,v1
-5296317374517673383,validation,42,v1
-5296431265976524306,train,42,v1
-5297033553821408234,train,42,v1
-5299077080131243213,train,42,v1
-5299338011667275243,train,42,v1
-5302092533509052010,validation,42,v1
-5302166975595437386,validation,42,v1
-5304767659040347157,validation,42,v1
-5306092307392700103,test,42,v1
-5311088105871258453,train,42,v1
-5314922026795305282,train,42,v1
-5316811706450530189,train,42,v1
-5323889242213741133,train,42,v1
-5325188904352360195,train,42,v1
-5325265352903772815,validation,42,v1
-5333701821708746677,validation,42,v1
-534112584840590399,validation,42,v1
-5348957027406357260,train,42,v1
-5350220404862050225,test,42,v1
-5356942280110434868,train,42,v1
-5359781567713640480,train,42,v1
-5360965906725457268,train,42,v1
-5361480214230391450,train,42,v1
-5367503904358722955,train,42,v1
-5369889220924009926,train,42,v1
-5376888133703495985,test,42,v1
-5378921138821203077,test,42,v1
-5379955379946634889,train,42,v1
-5380195615141921084,test,42,v1
-538169901288296224,train,42,v1
-5382881724534486828,test,42,v1
-5386001319667999365,train,42,v1
-5386109097423705653,test,42,v1
-5386414851579963851,train,42,v1
-5386936681887392318,train,42,v1
-5390403732124632941,train,42,v1
-5390603471066349972,train,42,v1
-5393258047036880335,test,42,v1
-5394780874354078799,test,42,v1
-5396974557295670714,train,42,v1
-5397723968966563046,train,42,v1
-5409557810550060682,test,42,v1
-5423357172506693425,train,42,v1
-5424985950276316702,train,42,v1
-5429445665162457958,train,42,v1
-5434422403262087350,train,42,v1
-5436299448948641231,train,42,v1
-5439131303742560915,test,42,v1
-5439468600933610883,train,42,v1
-5440829913284516904,train,42,v1
-5445635512043056192,train,42,v1
-5445989946223101316,train,42,v1
-5448416032632335172,train,42,v1
-5448632209165507782,train,42,v1
-5449338899094941889,train,42,v1
-5449466016955373228,test,42,v1
-545007797193276281,test,42,v1
-5453455096954781425,test,42,v1
-5460662618660534242,train,42,v1
-5473199374870170700,train,42,v1
-5473654302560810311,train,42,v1
-547765121392438309,train,42,v1
-5482041191223063337,test,42,v1
-5498256249515702084,train,42,v1
-5499150212420647396,train,42,v1
-5502018945757701383,train,42,v1
-550443729212449288,train,42,v1
-5506146319062285810,train,42,v1
-5509136872198304738,test,42,v1
-5514159851754006416,validation,42,v1
-551419803257921553,train,42,v1
-5515207040731448326,train,42,v1
-5524949942134680196,train,42,v1
-5526745907203879535,test,42,v1
-5530479155432265675,test,42,v1
-5532908650725226296,validation,42,v1
-5536464459584180926,test,42,v1
-5544919736541720663,test,42,v1
-55453462805346412,validation,42,v1
-5551577784945548161,train,42,v1
-5554498179567141518,train,42,v1
-5557839598935606818,train,42,v1
-5575666451048067614,train,42,v1
-5585920928490955201,test,42,v1
-5586973041467401195,validation,42,v1
-5588141547511645388,validation,42,v1
-5590702956804148448,train,42,v1
-5596287077462920380,train,42,v1
-5599181081330576167,validation,42,v1
-560154279785685631,train,42,v1
-5602106870720238596,validation,42,v1
-560232169955476365,train,42,v1
-561049167009524742,train,42,v1
-5612858179173729385,train,42,v1
-5612980809271172614,train,42,v1
-561381570252384995,train,42,v1
-5617567426295287720,train,42,v1
-5617796220633958728,validation,42,v1
-5618669967128742094,test,42,v1
-5622592879226801910,train,42,v1
-5629003537657501292,train,42,v1
-5629166115025022926,train,42,v1
-5631560185825902852,train,42,v1
-5633718424385043835,train,42,v1
-5634571773568626445,train,42,v1
-5635869929676541461,train,42,v1
-5637749750678353131,train,42,v1
-5639470651873819442,train,42,v1
-5641194784721271250,train,42,v1
-5642777666164872473,train,42,v1
-5647246080136552118,train,42,v1
-5650919362125981992,train,42,v1
-5654015189620918321,train,42,v1
-5657663514681402970,train,42,v1
-5659300199702250098,train,42,v1
-5663108405882818782,train,42,v1
-5665709590832397592,train,42,v1
-5669428885075492527,test,42,v1
-5674831085444315940,validation,42,v1
-5675058813348276029,train,42,v1
-5675789703750169252,train,42,v1
-568039900165942102,train,42,v1
-568386322973258434,train,42,v1
-5684194461307118048,train,42,v1
-5685933102944414880,train,42,v1
-5686581250984176560,train,42,v1
-5687291922151712085,train,42,v1
-5688515675906851592,train,42,v1
-5694751411673295465,validation,42,v1
-5696854985939662088,validation,42,v1
-5699778175892675344,validation,42,v1
-5703109461061093604,train,42,v1
-570614614357086041,validation,42,v1
-5713232935138218859,train,42,v1
-5714067641256337982,validation,42,v1
-5715460582418154283,test,42,v1
-5715603038267691444,train,42,v1
-5717029763094567826,train,42,v1
-5720412895683264196,validation,42,v1
-5720471259731144094,train,42,v1
-5724889583050499613,train,42,v1
-5725085268238981535,test,42,v1
-572517059882935189,train,42,v1
-5730413991473089512,train,42,v1
-5732857245539407305,test,42,v1
-5732864086142150224,train,42,v1
-574282982192375637,validation,42,v1
-5748233426824306075,validation,42,v1
-5759983830642479138,test,42,v1
-5760060682904003161,train,42,v1
-5764542088182767381,validation,42,v1
-577186913707847828,train,42,v1
-5772910512699358522,train,42,v1
-5773542380724506264,test,42,v1
-5775002931058558833,validation,42,v1
-5775581772635321689,train,42,v1
-5776227265480801712,train,42,v1
-5781127683500413767,train,42,v1
-5786650096997654560,train,42,v1
-5786766637950420055,validation,42,v1
-5789923592774240858,train,42,v1
-5795848744377372288,train,42,v1
-5796178561611887966,train,42,v1
-5799469929402460997,train,42,v1
-580190445123166798,test,42,v1
-5807277816535123985,train,42,v1
-5811481944058090754,train,42,v1
-5811538917682109074,train,42,v1
-5813252082950821389,train,42,v1
-5813654328014320353,train,42,v1
-5814436455039202532,validation,42,v1
-5823324601428832658,train,42,v1
-5828576472890788274,train,42,v1
-5830755717212226400,validation,42,v1
-5831953969475490038,train,42,v1
-5834260533212723742,validation,42,v1
-5839100568591720751,train,42,v1
-5839781483608728266,train,42,v1
-5849003007820672255,train,42,v1
-5857930516640788508,test,42,v1
-5863256407851897110,train,42,v1
-5863900854688661421,train,42,v1
-5870484252477872901,test,42,v1
-587345641307337751,train,42,v1
-5875188777324193108,validation,42,v1
-5878473243646267604,train,42,v1
-5883827712630904012,train,42,v1
-588465280424283025,train,42,v1
-5885784853012441829,train,42,v1
-5893913933691235221,validation,42,v1
-5904103066101599199,train,42,v1
-5910697032618717676,train,42,v1
-5913922383533072974,train,42,v1
-59153319075421114,train,42,v1
-5924591594983972385,train,42,v1
-5929266828166903949,train,42,v1
-5933108989830616500,train,42,v1
-5944492305706296082,test,42,v1
-5946926520681878281,train,42,v1
-5950615716792877384,train,42,v1
-5950660837920099035,test,42,v1
-5964894580378839175,train,42,v1
-5974633419939636539,train,42,v1
-5978835361858777551,train,42,v1
-5983320270847607538,train,42,v1
-5985187582348783309,test,42,v1
-6003166513555222439,train,42,v1
-6012562319822542066,train,42,v1
-6013056380026903230,train,42,v1
-6017893524109100209,train,42,v1
-6020814934897747901,test,42,v1
-6022410617831971726,train,42,v1
-6022620135219018228,train,42,v1
-6038647333464964130,validation,42,v1
-6039007012923042838,train,42,v1
-6040679108556222451,train,42,v1
-6044941761735683839,train,42,v1
-6049050576669625141,validation,42,v1
-6050894907966529752,train,42,v1
-6055120816136532536,train,42,v1
-6056787988290380741,train,42,v1
-6064153510688983636,train,42,v1
-6066792768909951493,train,42,v1
-60739077190616990,train,42,v1
-6075658913373637397,validation,42,v1
-6078364514793033641,train,42,v1
-6078552801183548619,validation,42,v1
-6079599096718517393,train,42,v1
-6081418115322795655,train,42,v1
-6082920407891630286,validation,42,v1
-6085536392441693048,train,42,v1
-6089339703853500268,train,42,v1
-609151233309097249,train,42,v1
-6092181965198581939,train,42,v1
-60922912853395522,train,42,v1
-6092382565384464835,validation,42,v1
-609397163991077256,validation,42,v1
-609705896297126023,train,42,v1
-6097440589630722621,train,42,v1
-610262578311093958,train,42,v1
-6107847576493924285,train,42,v1
-6108620396561569682,train,42,v1
-6108837924079068093,train,42,v1
-6110101408648949573,train,42,v1
-611262731968854358,test,42,v1
-6117124721485423545,train,42,v1
-6118687420139087611,train,42,v1
-6119073655701836066,train,42,v1
-6124289799481016838,train,42,v1
-6124634214855032539,validation,42,v1
-6126300786849773025,test,42,v1
-6127435219858267063,validation,42,v1
-6127587302403316738,train,42,v1
-612886595994726117,train,42,v1
-6137211126845994304,train,42,v1
-6141918826565370634,train,42,v1
-6142155352076831737,test,42,v1
-6142533617454776343,train,42,v1
-615063873326881402,train,42,v1
-6151988793875838613,validation,42,v1
-6154783998085364223,train,42,v1
-6157871200329049293,train,42,v1
-6159081838523346961,train,42,v1
-6160910001139376345,test,42,v1
-6161162331612535164,train,42,v1
-616219523257248189,validation,42,v1
-6167391094061656671,train,42,v1
-6169927711019727121,train,42,v1
-6172974054434578584,train,42,v1
-6176647847126893811,train,42,v1
-6177496211851174174,validation,42,v1
-6190200459445824751,validation,42,v1
-6192376912121825255,train,42,v1
-6195806766943101605,validation,42,v1
-6196783574888812259,train,42,v1
-6198311735040338064,train,42,v1
-6198797786287096681,train,42,v1
-6198933274642033566,train,42,v1
-6200583977661299719,validation,42,v1
-6201768872255589692,train,42,v1
-620363894904676897,train,42,v1
-62046422104397907,train,42,v1
-6207499366622688812,train,42,v1
-6207946104873367964,train,42,v1
-6212289614446036131,train,42,v1
-6212634883634676939,test,42,v1
-6214433474371599314,train,42,v1
-6228624570959443618,train,42,v1
-6229433733209363727,train,42,v1
-6234001892443453803,train,42,v1
-6241126153562981131,train,42,v1
-6245990737781985822,test,42,v1
-6246888923989712302,test,42,v1
-6251080845192540026,train,42,v1
-6254117837505939078,validation,42,v1
-6257535915413713019,train,42,v1
-625835598370286992,validation,42,v1
-625924905419597951,validation,42,v1
-6263852690539202298,train,42,v1
-6273240864397629725,train,42,v1
-6283610000286329144,train,42,v1
-628494778994921306,train,42,v1
-6287318435670851038,train,42,v1
-628873085072509624,train,42,v1
-6289614905936431714,train,42,v1
-6289833455905228029,train,42,v1
-629575726793199555,train,42,v1
-6297664799169832787,train,42,v1
-6298741035410938228,train,42,v1
-6305829044964986215,train,42,v1
-6320794871398137141,validation,42,v1
-6326437324680204662,validation,42,v1
-6329163932955572087,train,42,v1
-6335527817443031200,test,42,v1
-6335901325410065344,validation,42,v1
-6336052726086244755,train,42,v1
-6336968905726171400,train,42,v1
-6339271426910265089,validation,42,v1
-6341693126347821149,train,42,v1
-6343783873341382806,train,42,v1
-6347352626450235282,train,42,v1
-635331666998537059,train,42,v1
-6357671976519777062,validation,42,v1
-6363548817206451456,train,42,v1
-6367742369859646290,test,42,v1
-6373557826683572513,train,42,v1
-6373621189824225947,validation,42,v1
-63753751533757188,validation,42,v1
-6375765052595417188,validation,42,v1
-6379221091920914186,train,42,v1
-6386186782988466925,train,42,v1
-6387360070446965833,train,42,v1
-6387971651752188617,test,42,v1
-6389094448756405288,train,42,v1
-6389849460848982301,train,42,v1
-6393157521879923835,train,42,v1
-6397603483163477545,train,42,v1
-6400490417142716553,validation,42,v1
-6405455091908039096,train,42,v1
-6410481587765281395,train,42,v1
-6413100458548426751,validation,42,v1
-6415511650285516007,train,42,v1
-641885332706015562,test,42,v1
-6422878936218071499,train,42,v1
-642335626870393371,train,42,v1
-6426560753902598659,train,42,v1
-6428053927743852697,train,42,v1
-6434053464332008290,train,42,v1
-6436867158860886441,test,42,v1
-6445954516415456798,validation,42,v1
-6449643016434347128,validation,42,v1
-6455453998349289750,train,42,v1
-6459276838597422812,test,42,v1
-6459454177414923973,validation,42,v1
-6459652285388489464,train,42,v1
-6469646347519714484,train,42,v1
-6470193107247201070,train,42,v1
-6473837922078380549,train,42,v1
-6475391666688358422,train,42,v1
-647678337844118583,test,42,v1
-6477152086839235973,test,42,v1
-6478295772214874640,train,42,v1
-6483062780868727655,test,42,v1
-6483532489627507928,train,42,v1
-6484363516740850665,train,42,v1
-6485920953755598815,test,42,v1
-6485947403303154678,validation,42,v1
-6485961062381271236,train,42,v1
-6486110715424012797,train,42,v1
-648664783640315605,validation,42,v1
-6490030995434084499,train,42,v1
-6492403299230207586,train,42,v1
-6493220069922903643,train,42,v1
-6494389280722681480,train,42,v1
-6498222005146708147,train,42,v1
-6500687472185879574,train,42,v1
-6502805341045988260,train,42,v1
-6503880945510334355,train,42,v1
-6508049374013203288,test,42,v1
-6510066187134865476,train,42,v1
-6512147186058965264,train,42,v1
-6514044049188111522,train,42,v1
-6514682098871455668,train,42,v1
-6526281835697499699,train,42,v1
-6528630824527555826,test,42,v1
-6529098219030905694,test,42,v1
-6531452483260873921,train,42,v1
-6533012930965645948,train,42,v1
-6538668501625146848,train,42,v1
-6538757718308160129,test,42,v1
-653960623298944365,test,42,v1
-6543892098140859869,train,42,v1
-6549975853582307930,train,42,v1
-6550204300657964426,train,42,v1
-6553358159136250290,train,42,v1
-6554787190715943588,test,42,v1
-6555047736356683148,test,42,v1
-6559249874452629338,test,42,v1
-6560973568191373819,validation,42,v1
-6561484724818123004,test,42,v1
-6563805086856303115,validation,42,v1
-6564211896517536747,train,42,v1
-6567195502359681708,train,42,v1
-6570374421183223936,train,42,v1
-6571349538020563801,validation,42,v1
-6572221110477282046,train,42,v1
-6572623590789008562,train,42,v1
-6575847401045492477,train,42,v1
-6576584817167938517,train,42,v1
-6581805231859935847,train,42,v1
-6583417470281864105,train,42,v1
-6584263436201299676,validation,42,v1
-658516601286816384,train,42,v1
-6590463591976682777,train,42,v1
-659210735462465080,validation,42,v1
-6597839206640248226,train,42,v1
-6599288593594353085,train,42,v1
-6599368970284364689,train,42,v1
-6607397208503875889,train,42,v1
-6610607876326151757,train,42,v1
-661449681452416010,train,42,v1
-6619181060067873350,train,42,v1
-6628274998444083114,train,42,v1
-6629624904157500940,validation,42,v1
-6636023414037584085,validation,42,v1
-664046763173327158,train,42,v1
-6650825212923919459,test,42,v1
-6652789889835035446,train,42,v1
-665925579901995648,train,42,v1
